2024-11-14 10:27:10 INFO SC001 (TO: TO_CO_TFTU000018, CO: CO_TFTU000018, PICK) driving to QC003; 31 s; 172693 mm
2024-11-14 10:58:01 INFO SC004 (TO: TO_CO_TFTU000048, CO: CO_TFTU000048, DROP) working at WS014.01; 60 s
2024-11-14 10:58:07 INFO SC007 (TO: TO_CO_TFTU000022, CO: CO_TFTU000022, DROP) finished at WS017.01
2024-11-14 10:58:07 INFO SC007 (TO: TO_CO_TFTU000134, CO: CO_TFTU000134, PICK) driving to QC006; 169 s; 936787 mm
2024-11-14 10:58:15 INFO SC005 (TO: TO_CO_TFTU000161, CO: CO_TFTU000161, DROP) finished at WS008.01
2024-11-14 10:58:15 INFO SC005 (TO: TO_CO_TFTU000179, CO: CO_TFTU000179, PICK) driving to RAIL001.43; 92 s; 510833 mm
2024-11-14 10:58:16 INFO SC018 (TO: TO_CO_TFTU000159, CO: CO_TFTU000159, PICK) working at QC004; 60 s
2024-11-14 10:58:19 INFO SC014 (TO: TO_CO_TFTU000041, CO: CO_TFTU000041, PICK) finished at QC005
2024-11-14 10:58:19 INFO SC014 (TO: TO_CO_TFTU000041, CO: CO_TFTU000041, DROP) driving to WS017.01; 151 s; 836343 mm
2024-11-14 10:58:22 INFO SC002 (TO: TO_CO_TFTU000187, CO: CO_TFTU000187, PICK) working at QC005; 60 s
2024-11-14 10:58:23 INFO SC013 (TO: TO_CO_TFTU000021, CO: CO_TFTU000021, DROP) working at WS014.01; 60 s
2024-11-14 10:58:27 INFO SC011 (TO: TO_CO_TFTU000176, CO: CO_TFTU000176, PICK) finished at QC003
2024-11-14 10:58:27 INFO SC011 (TO: TO_CO_TFTU000176, CO: CO_TFTU000176, DROP) driving to WS008.01; 83 s; 460685 mm
2024-11-14 10:58:28 INFO SC019 (TO: TO_CO_TFTU000173, CO: CO_TFTU000173, DROP) finished at WS003.01
2024-11-14 10:58:28 INFO SC019 (TO: TO_CO_TFTU000181, CO: CO_TFTU000181, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 10:58:29 INFO SC017 (TO: TO_CO_TFTU000049, CO: CO_TFTU000049, DROP) finished at WS015.01
2024-11-14 10:58:29 INFO SC017 (TO: TO_CO_TFTU000058, CO: CO_TFTU000058, PICK) driving to QC005; 133 s; 736343 mm
2024-11-14 10:58:45 INFO SC015 (TO: TO_CO_TFTU000079, CO: CO_TFTU000079, PICK) finished at RAIL001.21
2024-11-14 10:58:45 INFO SC015 (TO: TO_CO_TFTU000079, CO: CO_TFTU000079, DROP) driving to WS015.01; 167 s; 926833 mm
2024-11-14 10:58:46 INFO SC010 (TO: TO_CO_TFTU000174, CO: CO_TFTU000174, DROP) working at WS010.01; 60 s
2024-11-14 10:58:47 INFO SC009 (TO: TO_CO_TFTU000083, CO: CO_TFTU000083, PICK) working at QC006; 60 s
2024-11-14 10:59:01 INFO SC004 (TO: TO_CO_TFTU000048, CO: CO_TFTU000048, DROP) finished at WS014.01
2024-11-14 10:59:01 INFO SC004 (TO: TO_CO_TFTU000118, CO: CO_TFTU000118, PICK) driving to QC006; 142 s; 786787 mm
2024-11-14 10:59:03 INFO SC003 (TO: TO_CO_TFTU000076, CO: CO_TFTU000076, DROP) working at WS015.01; 60 s
2024-11-14 10:59:05 INFO SC020 (TO: TO_CO_TFTU000184, CO: CO_TFTU000184, PICK) working at QC003; 60 s
2024-11-14 10:59:11 INFO SC019 (TO: TO_CO_TFTU000181, CO: CO_TFTU000181, PICK) working at QC005; 60 s
2024-11-14 10:59:16 INFO SC016 (TO: TO_CO_TFTU000042, CO: CO_TFTU000042, DROP) working at WS014.01; 60 s
2024-11-14 10:59:16 INFO SC018 (TO: TO_CO_TFTU000159, CO: CO_TFTU000159, PICK) finished at QC004
2024-11-14 10:59:16 INFO SC018 (TO: TO_CO_TFTU000159, CO: CO_TFTU000159, DROP) driving to WS012.01; 101 s; 561202 mm
2024-11-14 10:59:22 INFO SC002 (TO: TO_CO_TFTU000187, CO: CO_TFTU000187, PICK) finished at QC005
2024-11-14 10:59:22 INFO SC002 (TO: TO_CO_TFTU000187, CO: CO_TFTU000187, DROP) driving to WS003.01; 43 s; 236343 mm
2024-11-14 10:59:23 INFO SC013 (TO: TO_CO_TFTU000021, CO: CO_TFTU000021, DROP) finished at WS014.01
2024-11-14 10:59:23 INFO SC013 (TO: TO_CO_TFTU000092, CO: CO_TFTU000092, PICK) driving to QC006; 142 s; 786787 mm
2024-11-14 10:59:29 INFO SC008 (TO: TO_CO_TFTU000162, CO: CO_TFTU000162, PICK) working at QC005; 60 s
2024-11-14 10:59:38 INFO SC006 (TO: TO_CO_TFTU000028, CO: CO_TFTU000028, DROP) working at WS014.01; 60 s
2024-11-14 10:59:46 INFO SC010 (TO: TO_CO_TFTU000174, CO: CO_TFTU000174, DROP) finished at WS010.01
2024-11-14 10:59:46 INFO SC010 (TO: TO_CO_TFTU000191, CO: CO_TFTU000191, PICK) driving to QC003; 101 s; 560685 mm
2024-11-14 10:59:47 INFO SC001 (TO: TO_CO_TFTU000170, CO: CO_TFTU000170, DROP) working at WS010.01; 60 s
2024-11-14 10:59:47 INFO SC009 (TO: TO_CO_TFTU000083, CO: CO_TFTU000083, PICK) finished at QC006
2024-11-14 10:59:47 INFO SC009 (TO: TO_CO_TFTU000083, CO: CO_TFTU000083, DROP) driving to WS014.01; 142 s; 786787 mm
2024-11-14 10:59:47 INFO SC005 (TO: TO_CO_TFTU000179, CO: CO_TFTU000179, PICK) working at RAIL001.43; 60 s
2024-11-14 10:59:50 INFO SC011 (TO: TO_CO_TFTU000176, CO: CO_TFTU000176, DROP) working at WS008.01; 60 s
2024-11-14 10:59:56 INFO SC012 (TO: TO_CO_TFTU000078, CO: CO_TFTU000078, DROP) working at WS013.01; 60 s
2024-11-14 11:00:03 INFO SC003 (TO: TO_CO_TFTU000076, CO: CO_TFTU000076, DROP) finished at WS015.01
2024-11-14 11:00:03 INFO SC003 (TO: TO_CO_TFTU000193, CO: CO_TFTU000193, PICK) driving to QC005; 133 s; 736343 mm
2024-11-14 11:00:05 INFO SC002 (TO: TO_CO_TFTU000187, CO: CO_TFTU000187, DROP) working at WS003.01; 60 s
2024-11-14 11:00:05 INFO SC020 (TO: TO_CO_TFTU000184, CO: CO_TFTU000184, PICK) finished at QC003
2024-11-14 11:00:05 INFO SC020 (TO: TO_CO_TFTU000184, CO: CO_TFTU000184, DROP) driving to WS003.01; 56 s; 310685 mm
2024-11-14 11:00:11 INFO SC019 (TO: TO_CO_TFTU000181, CO: CO_TFTU000181, PICK) finished at QC005
2024-11-14 11:00:11 INFO SC019 (TO: TO_CO_TFTU000181, CO: CO_TFTU000181, DROP) driving to WS008.01; 70 s; 386343 mm
2024-11-14 11:00:16 INFO SC016 (TO: TO_CO_TFTU000042, CO: CO_TFTU000042, DROP) finished at WS014.01
2024-11-14 11:00:16 INFO SC016 (TO: TO_CO_TFTU000145, CO: CO_TFTU000145, PICK) driving to RAIL001.76; 128 s; 711833 mm
2024-11-14 11:00:29 INFO SC008 (TO: TO_CO_TFTU000162, CO: CO_TFTU000162, PICK) finished at QC005
2024-11-14 11:00:29 INFO SC008 (TO: TO_CO_TFTU000162, CO: CO_TFTU000162, DROP) driving to WS012.01; 106 s; 586343 mm
2024-11-14 11:00:38 INFO SC006 (TO: TO_CO_TFTU000028, CO: CO_TFTU000028, DROP) finished at WS014.01
2024-11-14 11:00:38 INFO SC006 (TO: TO_CO_TFTU000093, CO: CO_TFTU000093, PICK) driving to QC006; 142 s; 786787 mm
2024-11-14 11:00:42 INFO SC017 (TO: TO_CO_TFTU000058, CO: CO_TFTU000058, PICK) working at QC005; 60 s
2024-11-14 11:00:47 INFO SC001 (TO: TO_CO_TFTU000170, CO: CO_TFTU000170, DROP) finished at WS010.01
2024-11-14 11:00:47 INFO SC001 (TO: TO_CO_TFTU000195, CO: CO_TFTU000195, PICK) driving to QC001; 119 s; 660685 mm
2024-11-14 11:00:47 INFO SC005 (TO: TO_CO_TFTU000179, CO: CO_TFTU000179, PICK) finished at RAIL001.43
2024-11-14 11:00:47 INFO SC005 (TO: TO_CO_TFTU000179, CO: CO_TFTU000179, DROP) driving to WS003.01; 79 s; 439167 mm
2024-11-14 11:00:50 INFO SC014 (TO: TO_CO_TFTU000041, CO: CO_TFTU000041, DROP) working at WS017.01; 60 s
2024-11-14 11:00:50 INFO SC011 (TO: TO_CO_TFTU000176, CO: CO_TFTU000176, DROP) finished at WS008.01
2024-11-14 11:00:50 INFO SC011 (TO: TO_CO_TFTU000180, CO: CO_TFTU000180, PICK) driving to QC004; 65 s; 361202 mm
2024-11-14 11:00:56 INFO SC007 (TO: TO_CO_TFTU000134, CO: CO_TFTU000134, PICK) working at QC006; 60 s
2024-11-14 11:00:56 INFO SC012 (TO: TO_CO_TFTU000078, CO: CO_TFTU000078, DROP) finished at WS013.01
2024-11-14 11:00:56 INFO SC012 (TO: TO_CO_TFTU000150, CO: CO_TFTU000150, PICK) driving to QC005; 115 s; 636343 mm
2024-11-14 11:00:57 INFO SC018 (TO: TO_CO_TFTU000159, CO: CO_TFTU000159, DROP) working at WS012.01; 60 s
2024-11-14 11:01:01 INFO SC020 (TO: TO_CO_TFTU000184, CO: CO_TFTU000184, DROP) working at WS003.01; 60 s
2024-11-14 11:01:05 INFO SC002 (TO: TO_CO_TFTU000187, CO: CO_TFTU000187, DROP) finished at WS003.01
2024-11-14 11:01:05 INFO SC002 (TO: TO_CO_TFTU000192, CO: CO_TFTU000192, PICK) driving to QC004; 38 s; 211202 mm
2024-11-14 11:01:21 INFO SC019 (TO: TO_CO_TFTU000181, CO: CO_TFTU000181, DROP) working at WS008.01; 60 s
2024-11-14 11:01:23 INFO SC004 (TO: TO_CO_TFTU000118, CO: CO_TFTU000118, PICK) working at QC006; 60 s
2024-11-14 11:01:27 INFO SC010 (TO: TO_CO_TFTU000191, CO: CO_TFTU000191, PICK) working at QC003; 60 s
2024-11-14 11:01:32 INFO SC015 (TO: TO_CO_TFTU000079, CO: CO_TFTU000079, DROP) working at WS015.01; 60 s
2024-11-14 11:01:42 INFO SC017 (TO: TO_CO_TFTU000058, CO: CO_TFTU000058, PICK) finished at QC005
2024-11-14 11:01:42 INFO SC017 (TO: TO_CO_TFTU000058, CO: CO_TFTU000058, DROP) driving to WS017.01; 151 s; 836343 mm
2024-11-14 11:01:43 INFO SC002 (TO: TO_CO_TFTU000192, CO: CO_TFTU000192, PICK) working at QC004; 60 s
2024-11-14 11:01:50 INFO SC014 (TO: TO_CO_TFTU000041, CO: CO_TFTU000041, DROP) finished at WS017.01
2024-11-14 11:01:50 INFO SC014 (TO: TO_CO_TFTU000157, CO: CO_TFTU000157, PICK) driving to RAIL001.101; 142 s; 786833 mm
2024-11-14 11:01:55 INFO SC011 (TO: TO_CO_TFTU000180, CO: CO_TFTU000180, PICK) working at QC004; 60 s
2024-11-14 11:01:56 INFO SC007 (TO: TO_CO_TFTU000134, CO: CO_TFTU000134, PICK) finished at QC006
2024-11-14 11:01:56 INFO SC007 (TO: TO_CO_TFTU000134, CO: CO_TFTU000134, DROP) driving to WS014.01; 142 s; 786787 mm
2024-11-14 11:01:56 INFO SC013 (TO: TO_CO_TFTU000092, CO: CO_TFTU000092, PICK) waited at QC006; 11 s
2024-11-14 11:01:56 INFO SC013 (TO: TO_CO_TFTU000092, CO: CO_TFTU000092, PICK) working at QC006; 60 s
2024-11-14 11:01:57 INFO SC018 (TO: TO_CO_TFTU000159, CO: CO_TFTU000159, DROP) finished at WS012.01
2024-11-14 11:01:57 INFO SC018 (TO: TO_CO_TFTU000200, CO: CO_TFTU000200, PICK) driving to QC005; 106 s; 586343 mm
2024-11-14 11:02:01 INFO SC020 (TO: TO_CO_TFTU000184, CO: CO_TFTU000184, DROP) finished at WS003.01
2024-11-14 11:02:01 INFO SC020 (TO: TO_CO_TFTU000189, CO: CO_TFTU000189, PICK) driving to QC003; 56 s; 310685 mm
2024-11-14 11:02:06 INFO SC005 (TO: TO_CO_TFTU000179, CO: CO_TFTU000179, DROP) working at WS003.01; 60 s
2024-11-14 11:02:09 INFO SC009 (TO: TO_CO_TFTU000083, CO: CO_TFTU000083, DROP) working at WS014.01; 60 s
2024-11-14 11:02:15 INFO SC008 (TO: TO_CO_TFTU000162, CO: CO_TFTU000162, DROP) working at WS012.01; 60 s
2024-11-14 11:02:16 INFO SC003 (TO: TO_CO_TFTU000193, CO: CO_TFTU000193, PICK) working at QC005; 60 s
2024-11-14 11:02:21 INFO SC019 (TO: TO_CO_TFTU000181, CO: CO_TFTU000181, DROP) finished at WS008.01
2024-11-14 11:02:21 INFO SC019 (TO: TO_CO_TFTU000199, CO: CO_TFTU000199, PICK) driving to QC005; 70 s; 386343 mm
2024-11-14 11:02:23 INFO SC004 (TO: TO_CO_TFTU000118, CO: CO_TFTU000118, PICK) finished at QC006
2024-11-14 11:02:23 INFO SC004 (TO: TO_CO_TFTU000118, CO: CO_TFTU000118, DROP) driving to WS014.01; 142 s; 786787 mm
2024-11-14 11:02:25 INFO SC016 (TO: TO_CO_TFTU000145, CO: CO_TFTU000145, PICK) working at RAIL001.76; 61 s
2024-11-14 11:02:27 INFO SC010 (TO: TO_CO_TFTU000191, CO: CO_TFTU000191, PICK) finished at QC003
2024-11-14 11:02:27 INFO SC010 (TO: TO_CO_TFTU000191, CO: CO_TFTU000191, DROP) driving to WS003.01; 56 s; 310685 mm
2024-11-14 11:02:32 INFO SC015 (TO: TO_CO_TFTU000079, CO: CO_TFTU000079, DROP) finished at WS015.01
2024-11-14 11:02:32 INFO SC015 (TO: TO_CO_TFTU000136, CO: CO_TFTU000136, PICK) driving to QC006; 151 s; 836787 mm
2024-11-14 11:02:43 INFO SC002 (TO: TO_CO_TFTU000192, CO: CO_TFTU000192, PICK) finished at QC004
2024-11-14 11:02:43 INFO SC002 (TO: TO_CO_TFTU000192, CO: CO_TFTU000192, DROP) driving to WS004.01; 47 s; 261202 mm
2024-11-14 11:02:46 INFO SC001 (TO: TO_CO_TFTU000195, CO: CO_TFTU000195, PICK) working at QC001; 60 s
2024-11-14 11:02:51 INFO SC012 (TO: TO_CO_TFTU000150, CO: CO_TFTU000150, PICK) working at QC005; 60 s
2024-11-14 11:02:55 INFO SC011 (TO: TO_CO_TFTU000180, CO: CO_TFTU000180, PICK) finished at QC004
2024-11-14 11:02:55 INFO SC011 (TO: TO_CO_TFTU000180, CO: CO_TFTU000180, DROP) driving to WS012.01; 101 s; 561202 mm
2024-11-14 11:02:57 INFO SC013 (TO: TO_CO_TFTU000092, CO: CO_TFTU000092, PICK) finished at QC006
2024-11-14 11:02:57 INFO SC013 (TO: TO_CO_TFTU000092, CO: CO_TFTU000092, DROP) driving to WS014.01; 142 s; 786787 mm
2024-11-14 11:02:57 INFO SC020 (TO: TO_CO_TFTU000189, CO: CO_TFTU000189, PICK) working at QC003; 60 s
2024-11-14 11:03:00 INFO SC006 (TO: TO_CO_TFTU000093, CO: CO_TFTU000093, PICK) working at QC006; 60 s
2024-11-14 11:03:06 INFO SC005 (TO: TO_CO_TFTU000179, CO: CO_TFTU000179, DROP) finished at WS003.01
2024-11-14 11:03:06 INFO SC005 (TO: TO_CO_TFTU000196, CO: CO_TFTU000196, PICK) driving to QC003; 56 s; 310685 mm
2024-11-14 11:03:09 INFO SC009 (TO: TO_CO_TFTU000083, CO: CO_TFTU000083, DROP) finished at WS014.01
2024-11-14 11:03:09 INFO SC009 (TO: TO_CO_TFTU000211, CO: CO_TFTU000211, PICK) driving to QC005; 124 s; 686343 mm
2024-11-14 11:03:15 INFO SC008 (TO: TO_CO_TFTU000162, CO: CO_TFTU000162, DROP) finished at WS012.01
2024-11-14 11:03:15 INFO SC008 (TO: TO_CO_TFTU000207, CO: CO_TFTU000207, PICK) driving to RAIL001.01; 151 s; 836833 mm
2024-11-14 11:03:16 INFO SC003 (TO: TO_CO_TFTU000193, CO: CO_TFTU000193, PICK) finished at QC005
2024-11-14 11:03:16 INFO SC003 (TO: TO_CO_TFTU000193, CO: CO_TFTU000193, DROP) driving to WS008.01; 70 s; 386343 mm
2024-11-14 11:03:23 INFO SC010 (TO: TO_CO_TFTU000191, CO: CO_TFTU000191, DROP) working at WS003.01; 60 s
2024-11-14 11:03:25 INFO SC016 (TO: TO_CO_TFTU000145, CO: CO_TFTU000145, PICK) finished at RAIL001.76
2024-11-14 11:03:25 INFO SC016 (TO: TO_CO_TFTU000145, CO: CO_TFTU000145, DROP) driving to WS015.01; 137 s; 761833 mm
2024-11-14 11:03:30 INFO SC002 (TO: TO_CO_TFTU000192, CO: CO_TFTU000192, DROP) working at WS004.01; 60 s
2024-11-14 11:03:31 INFO SC019 (TO: TO_CO_TFTU000199, CO: CO_TFTU000199, PICK) working at QC005; 60 s
2024-11-14 11:03:46 INFO SC001 (TO: TO_CO_TFTU000195, CO: CO_TFTU000195, PICK) finished at QC001
2024-11-14 11:03:46 INFO SC001 (TO: TO_CO_TFTU000195, CO: CO_TFTU000195, DROP) driving to WS002.01; 65 s; 360685 mm
2024-11-14 11:03:51 INFO SC012 (TO: TO_CO_TFTU000150, CO: CO_TFTU000150, PICK) finished at QC005
2024-11-14 11:03:51 INFO SC012 (TO: TO_CO_TFTU000150, CO: CO_TFTU000150, DROP) driving to WS013.01; 115 s; 636343 mm
2024-11-14 11:03:51 INFO SC018 (TO: TO_CO_TFTU000200, CO: CO_TFTU000200, PICK) waited at QC005; 8 s
2024-11-14 11:03:51 INFO SC018 (TO: TO_CO_TFTU000200, CO: CO_TFTU000200, PICK) working at QC005; 60 s
2024-11-14 11:03:57 INFO SC020 (TO: TO_CO_TFTU000189, CO: CO_TFTU000189, PICK) finished at QC003
2024-11-14 11:03:57 INFO SC020 (TO: TO_CO_TFTU000189, CO: CO_TFTU000189, DROP) driving to WS002.01; 47 s; 260685 mm
2024-11-14 11:04:00 INFO SC006 (TO: TO_CO_TFTU000093, CO: CO_TFTU000093, PICK) finished at QC006
2024-11-14 11:04:00 INFO SC006 (TO: TO_CO_TFTU000093, CO: CO_TFTU000093, DROP) driving to WS015.01; 151 s; 836787 mm
2024-11-14 11:04:02 INFO SC005 (TO: TO_CO_TFTU000196, CO: CO_TFTU000196, PICK) working at QC003; 60 s
2024-11-14 11:04:12 INFO SC014 (TO: TO_CO_TFTU000157, CO: CO_TFTU000157, PICK) working at RAIL001.101; 60 s
2024-11-14 11:04:13 INFO SC017 (TO: TO_CO_TFTU000058, CO: CO_TFTU000058, DROP) working at WS017.01; 60 s
2024-11-14 11:04:18 INFO SC007 (TO: TO_CO_TFTU000134, CO: CO_TFTU000134, DROP) working at WS014.01; 60 s
2024-11-14 11:04:23 INFO SC010 (TO: TO_CO_TFTU000191, CO: CO_TFTU000191, DROP) finished at WS003.01
2024-11-14 11:04:23 INFO SC010 (TO: TO_CO_TFTU000169, CO: CO_TFTU000169, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 11:04:26 INFO SC003 (TO: TO_CO_TFTU000193, CO: CO_TFTU000193, DROP) working at WS008.01; 60 s
2024-11-14 11:04:30 INFO SC002 (TO: TO_CO_TFTU000192, CO: CO_TFTU000192, DROP) finished at WS004.01
2024-11-14 11:04:30 INFO SC002 (TO: TO_CO_TFTU000203, CO: CO_TFTU000203, PICK) driving to QC005; 52 s; 286343 mm
2024-11-14 11:04:31 INFO SC019 (TO: TO_CO_TFTU000199, CO: CO_TFTU000199, PICK) finished at QC005
2024-11-14 11:04:31 INFO SC019 (TO: TO_CO_TFTU000199, CO: CO_TFTU000199, DROP) driving to WS003.01; 43 s; 236343 mm
2024-11-14 11:04:36 INFO SC011 (TO: TO_CO_TFTU000180, CO: CO_TFTU000180, DROP) working at WS012.01; 60 s
2024-11-14 11:04:44 INFO SC020 (TO: TO_CO_TFTU000189, CO: CO_TFTU000189, DROP) working at WS002.01; 60 s
2024-11-14 11:04:45 INFO SC004 (TO: TO_CO_TFTU000118, CO: CO_TFTU000118, DROP) working at WS014.01; 60 s
2024-11-14 11:04:51 INFO SC001 (TO: TO_CO_TFTU000195, CO: CO_TFTU000195, DROP) working at WS002.01; 60 s
2024-11-14 11:04:52 INFO SC018 (TO: TO_CO_TFTU000200, CO: CO_TFTU000200, PICK) finished at QC005
2024-11-14 11:04:52 INFO SC018 (TO: TO_CO_TFTU000200, CO: CO_TFTU000200, DROP) driving to WS003.01; 43 s; 236343 mm
2024-11-14 11:05:02 INFO SC015 (TO: TO_CO_TFTU000136, CO: CO_TFTU000136, PICK) working at QC006; 60 s
2024-11-14 11:05:02 INFO SC005 (TO: TO_CO_TFTU000196, CO: CO_TFTU000196, PICK) finished at QC003
2024-11-14 11:05:02 INFO SC005 (TO: TO_CO_TFTU000196, CO: CO_TFTU000196, DROP) driving to WS002.01; 47 s; 260685 mm
2024-11-14 11:05:06 INFO SC010 (TO: TO_CO_TFTU000169, CO: CO_TFTU000169, PICK) working at QC005; 60 s
2024-11-14 11:05:12 INFO SC014 (TO: TO_CO_TFTU000157, CO: CO_TFTU000157, PICK) finished at RAIL001.101
2024-11-14 11:05:12 INFO SC014 (TO: TO_CO_TFTU000157, CO: CO_TFTU000157, DROP) driving to WS009.01; 74 s; 413167 mm
2024-11-14 11:05:13 INFO SC009 (TO: TO_CO_TFTU000211, CO: CO_TFTU000211, PICK) working at QC005; 60 s
2024-11-14 11:05:13 INFO SC017 (TO: TO_CO_TFTU000058, CO: CO_TFTU000058, DROP) finished at WS017.01
2024-11-14 11:05:13 INFO SC017 (TO: TO_CO_TFTU000148, CO: CO_TFTU000148, PICK) driving to QC003; 164 s; 910685 mm
2024-11-14 11:05:14 INFO SC019 (TO: TO_CO_TFTU000199, CO: CO_TFTU000199, DROP) working at WS003.01; 60 s
2024-11-14 11:05:18 INFO SC007 (TO: TO_CO_TFTU000134, CO: CO_TFTU000134, DROP) finished at WS014.01
2024-11-14 11:05:18 INFO SC007 (TO: TO_CO_TFTU000223, CO: CO_TFTU000223, PICK) driving to QC005; 124 s; 686343 mm
2024-11-14 11:05:18 INFO SC013 (TO: TO_CO_TFTU000092, CO: CO_TFTU000092, DROP) working at WS014.01; 60 s
2024-11-14 11:05:26 INFO SC003 (TO: TO_CO_TFTU000193, CO: CO_TFTU000193, DROP) finished at WS008.01
2024-11-14 11:05:26 INFO SC003 (TO: TO_CO_TFTU000220, CO: CO_TFTU000220, PICK) driving to QC001; 101 s; 560685 mm
2024-11-14 11:05:34 INFO SC018 (TO: TO_CO_TFTU000200, CO: CO_TFTU000200, DROP) working at WS003.01; 60 s
2024-11-14 11:05:36 INFO SC011 (TO: TO_CO_TFTU000180, CO: CO_TFTU000180, DROP) finished at WS012.01
2024-11-14 11:05:36 INFO SC011 (TO: TO_CO_TFTU000221, CO: CO_TFTU000221, PICK) driving to QC003; 119 s; 660685 mm
2024-11-14 11:05:43 INFO SC016 (TO: TO_CO_TFTU000145, CO: CO_TFTU000145, DROP) working at WS015.01; 61 s
2024-11-14 11:05:44 INFO SC020 (TO: TO_CO_TFTU000189, CO: CO_TFTU000189, DROP) finished at WS002.01
2024-11-14 11:05:44 INFO SC020 (TO: TO_CO_TFTU000190, CO: CO_TFTU000190, PICK) driving to QC007; 70 s; 386377 mm
2024-11-14 11:05:45 INFO SC004 (TO: TO_CO_TFTU000118, CO: CO_TFTU000118, DROP) finished at WS014.01
2024-11-14 11:05:45 INFO SC004 (TO: TO_CO_TFTU000171, CO: CO_TFTU000171, PICK) driving to QC006; 142 s; 786787 mm
2024-11-14 11:05:46 INFO SC008 (TO: TO_CO_TFTU000207, CO: CO_TFTU000207, PICK) working at RAIL001.01; 60 s
2024-11-14 11:05:46 INFO SC012 (TO: TO_CO_TFTU000150, CO: CO_TFTU000150, DROP) working at WS013.01; 60 s
2024-11-14 11:05:49 INFO SC005 (TO: TO_CO_TFTU000196, CO: CO_TFTU000196, DROP) working at WS002.01; 60 s
2024-11-14 11:05:51 INFO SC001 (TO: TO_CO_TFTU000195, CO: CO_TFTU000195, DROP) finished at WS002.01
2024-11-14 11:05:51 INFO SC001 (TO: TO_CO_TFTU000201, CO: CO_TFTU000201, PICK) driving to QC005; 34 s; 186343 mm
2024-11-14 11:06:02 INFO SC015 (TO: TO_CO_TFTU000136, CO: CO_TFTU000136, PICK) finished at QC006
2024-11-14 11:06:02 INFO SC015 (TO: TO_CO_TFTU000136, CO: CO_TFTU000136, DROP) driving to WS013.01; 133 s; 736787 mm
2024-11-14 11:06:06 INFO SC010 (TO: TO_CO_TFTU000169, CO: CO_TFTU000169, PICK) finished at QC005
2024-11-14 11:06:06 INFO SC010 (TO: TO_CO_TFTU000169, CO: CO_TFTU000169, DROP) driving to WS013.01; 115 s; 636343 mm
2024-11-14 11:06:06 INFO SC002 (TO: TO_CO_TFTU000203, CO: CO_TFTU000203, PICK) waited at QC005; 44 s
2024-11-14 11:06:06 INFO SC002 (TO: TO_CO_TFTU000203, CO: CO_TFTU000203, PICK) working at QC005; 60 s
2024-11-14 11:06:13 INFO SC009 (TO: TO_CO_TFTU000211, CO: CO_TFTU000211, PICK) finished at QC005
2024-11-14 11:06:13 INFO SC009 (TO: TO_CO_TFTU000211, CO: CO_TFTU000211, DROP) driving to WS001.01; 25 s; 136343 mm
2024-11-14 11:06:14 INFO SC019 (TO: TO_CO_TFTU000199, CO: CO_TFTU000199, DROP) finished at WS003.01
2024-11-14 11:06:14 INFO SC019 (TO: TO_CO_TFTU000186, CO: CO_TFTU000186, PICK) driving to QC003; 56 s; 310685 mm
2024-11-14 11:06:18 INFO SC013 (TO: TO_CO_TFTU000092, CO: CO_TFTU000092, DROP) finished at WS014.01
2024-11-14 11:06:18 INFO SC013 (TO: TO_CO_TFTU000084, CO: CO_TFTU000084, PICK) driving to QC007; 160 s; 886377 mm
2024-11-14 11:06:25 INFO SC001 (TO: TO_CO_TFTU000201, CO: CO_TFTU000201, PICK) working at QC005; 60 s
2024-11-14 11:06:27 INFO SC014 (TO: TO_CO_TFTU000157, CO: CO_TFTU000157, DROP) working at WS009.01; 61 s
2024-11-14 11:06:31 INFO SC006 (TO: TO_CO_TFTU000093, CO: CO_TFTU000093, DROP) working at WS015.01; 60 s
2024-11-14 11:06:34 INFO SC018 (TO: TO_CO_TFTU000200, CO: CO_TFTU000200, DROP) finished at WS003.01
2024-11-14 11:06:34 INFO SC018 (TO: TO_CO_TFTU000215, CO: CO_TFTU000215, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 11:06:38 INFO SC009 (TO: TO_CO_TFTU000211, CO: CO_TFTU000211, DROP) working at WS001.01; 60 s
2024-11-14 11:06:43 INFO SC016 (TO: TO_CO_TFTU000145, CO: CO_TFTU000145, DROP) finished at WS015.01
2024-11-14 11:06:43 INFO SC016 (TO: TO_CO_TFTU000101, CO: CO_TFTU000101, PICK) driving to QC006; 151 s; 836787 mm
2024-11-14 11:06:46 INFO SC008 (TO: TO_CO_TFTU000207, CO: CO_TFTU000207, PICK) finished at RAIL001.01
2024-11-14 11:06:46 INFO SC008 (TO: TO_CO_TFTU000207, CO: CO_TFTU000207, DROP) driving to WS003.01; 88 s; 486833 mm
2024-11-14 11:06:46 INFO SC012 (TO: TO_CO_TFTU000150, CO: CO_TFTU000150, DROP) finished at WS013.01
2024-11-14 11:06:46 INFO SC012 (TO: TO_CO_TFTU000209, CO: CO_TFTU000209, PICK) driving to RAIL001.92; 111 s; 613833 mm
2024-11-14 11:06:49 INFO SC005 (TO: TO_CO_TFTU000196, CO: CO_TFTU000196, DROP) finished at WS002.01
2024-11-14 11:06:49 INFO SC005 (TO: TO_CO_TFTU000214, CO: CO_TFTU000214, PICK) driving to QC005; 34 s; 186343 mm
